Sex,Age,NativeCountry,WorkClass,EducationNumber,MaritalStatus,Occupation,Relationship,CapitalGain,CapitalLoss,HoursPerWeek,Class
1,33,0,6,14,5,10,1,0,0,35,0
1,27,0,3,10,3,1,5,0,2377,20,0
0,40,0,3,10,3,3,0,5178,0,40,1
1,45,0,3,10,1,1,4,0,0,32,0
0,54,1,3,11,3,3,0,5013,0,40,0
0,33,0,5,9,6,3,2,0,0,50,0
0,36,0,3,6,5,5,3,0,0,60,0
0,42,0,2,14,3,10,0,0,0,55,1
1,33,0,3,10,5,1,3,0,0,40,0
0,52,0,1,13,3,4,0,0,0,45,1
1,41,1,2,14,3,10,5,0,0,40,1
0,30,0,3,10,3,3,0,0,0,40,0
0,22,0,3,10,5,1,3,0,0,40,0
0,47,0,3,13,3,4,0,3103,0,60,1
0,26,1,3,3,5,14,1,0,0,40,0
0,36,0,3,7,6,7,1,0,0,40,0
0,35,0,3,9,6,7,4,0,0,40,0
0,46,0,3,10,3,11,0,0,0,40,1
1,24,0,3,13,5,10,3,0,0,8,0
0,30,0,3,11,3,10,0,5178,0,52,1
0,38,0,3,9,1,7,3,0,0,40,0
1,50,0,3,9,1,12,4,0,0,45,0
1,41,0,2,10,1,1,4,0,0,40,0
0,38,0,3,9,3,4,0,0,0,60,1
0,36,0,3,13,5,12,1,0,0,48,0
0,47,0,3,9,3,12,0,0,0,50,1
1,59,0,3,10,3,1,2,0,0,16,1
0,59,0,3,16,3,10,0,0,0,60,1
0,52,0,3,10,3,4,0,0,0,45,1
0,37,0,4,11,3,12,0,0,0,60,1
1,52,1,3,13,4,8,2,0,0,40,0
0,51,0,3,12,3,3,0,0,0,45,1
0,67,0,5,13,3,4,0,0,0,55,0
1,68,0,3,6,7,8,4,0,0,20,0
1,71,0,3,5,1,9,1,0,0,6,0
0,49,0,2,14,3,1,0,0,0,40,0
0,35,0,2,9,3,8,0,0,0,40,0
0,18,0,3,9,5,1,3,0,0,40,0
1,29,0,3,6,3,5,5,0,0,40,0
0,47,0,5,13,3,10,0,0,0,60,0
0,31,1,3,5,5,5,1,0,0,40,0
0,22,0,1,10,5,4,1,0,0,40,0
1,20,0,3,10,5,13,1,0,0,10,0
1,57,0,3,9,1,12,1,0,0,26,0
1,18,0,3,10,5,8,3,0,0,15,0
0,32,0,3,9,3,10,0,0,0,40,0
0,39,0,3,9,1,8,3,0,0,40,0
1,37,0,3,13,1,10,1,0,0,40,0
0,51,1,3,9,3,12,0,0,0,50,0
0,48,0,3,10,3,1,0,0,0,40,1
0,39,0,3,9,3,14,0,0,0,55,1
0,35,0,3,13,3,12,0,0,0,45,0
0,40,1,3,3,3,8,0,4064,0,40,0
0,19,0,3,9,5,12,3,0,0,25,0
0,28,0,3,9,1,1,1,0,0,40,0
1,23,0,3,10,5,12,1,0,1974,40,0
0,18,0,3,10,5,12,3,0,0,35,0
0,23,0,2,13,5,10,1,0,0,40,0
0,47,1,2,7,3,14,0,3411,0,40,0
0,42,0,1,13,1,1,3,0,0,40,0
0,25,0,3,10,5,12,3,0,0,40,0
1,17,0,3,6,5,12,3,0,0,12,0
1,34,0,3,13,5,4,1,0,0,45,0
0,29,0,3,12,5,4,3,0,0,40,0
1,22,0,3,10,3,1,5,0,0,40,0
0,46,0,1,9,5,6,1,0,0,40,0
0,69,0,3,9,3,12,0,0,0,24,0
0,50,0,3,9,3,3,0,0,0,60,1
0,45,0,1,10,3,10,0,0,0,40,1
1,41,0,6,14,5,1,1,0,0,40,0
0,47,0,1,13,1,10,4,0,0,40,0
1,64,0,3,7,7,5,4,0,0,40,0
0,29,0,3,10,3,8,0,0,0,35,0
1,29,0,3,15,1,10,3,2174,0,72,0
1,17,0,3,7,5,10,3,0,0,20,0
0,24,0,3,9,5,1,4,0,0,60,0
0,28,0,3,9,3,3,0,0,0,40,0
0,35,0,3,9,5,8,1,3325,0,50,0
0,48,0,3,13,3,12,0,0,0,60,0
1,36,0,3,11,5,10,4,0,0,38,0
1,38,1,3,11,5,3,1,0,0,40,0
0,49,0,3,9,1,3,1,0,1669,40,0
0,42,0,3,14,3,10,0,0,0,40,1
0,36,0,4,11,3,12,0,0,0,60,0
1,25,1,3,6,5,7,1,0,0,40,0
0,41,0,3,14,3,7,0,0,0,40,0
0,35,0,5,9,3,5,0,0,0,30,0
1,32,0,3,11,1,4,1,0,0,50,0
0,41,0,5,14,3,10,0,0,0,40,1
0,48,0,3,10,3,14,0,0,0,60,0
1,56,0,3,9,3,12,5,0,0,50,0
0,47,0,5,10,3,8,0,0,0,40,0
1,30,0,6,9,5,12,4,0,0,40,0
0,51,0,3,7,3,3,0,0,0,40,1
0,22,1,4,13,5,1,3,0,0,40,0
0,49,0,5,13,3,4,0,0,0,60,1
0,26,0,3,9,3,7,0,3464,0,48,0
0,35,0,3,13,4,3,4,0,0,40,0
0,34,0,3,10,5,1,1,0,0,40,0
0,51,0,6,9,3,4,0,0,0,40,0
0,26,0,3,13,3,4,0,0,0,40,0
1,28,0,1,10,5,1,4,3887,0,40,0
0,32,0,3,4,3,3,0,0,0,35,0
1,55,0,3,7,6,1,4,0,0,40,0
1,17,0,3,7,5,12,3,0,0,20,0
1,40,0,3,10,6,4,4,0,0,40,0
0,38,0,3,13,1,12,3,0,0,50,0
1,67,0,4,9,7,4,1,15831,0,40,1
0,44,0,3,9,1,7,3,0,0,40,0
0,26,0,3,10,3,4,0,7688,0,40,1
1,25,0,3,9,1,6,3,0,0,40,0
1,45,0,3,9,1,1,4,0,0,40,0
0,38,0,3,9,3,1,0,0,0,45,1
0,62,0,3,10,3,3,0,0,0,45,0
0,20,0,3,9,5,8,1,0,2001,40,0
0,45,1,6,10,4,8,2,0,0,40,0
1,47,0,5,14,3,10,5,0,0,20,1
0,49,0,3,13,1,1,1,0,0,40,0
0,36,0,3,9,3,3,0,0,0,40,1
1,29,0,3,9,6,8,4,0,0,30,0
1,23,1,3,7,5,5,2,0,0,40,0
0,50,0,3,9,3,3,0,0,0,40,0
0,44,0,3,13,3,4,0,0,1902,40,1
0,44,0,3,13,3,10,0,0,0,40,1
1,32,0,3,9,3,13,5,0,0,36,0
0,73,0,3,9,3,8,0,0,0,30,0
1,24,0,3,14,5,10,1,0,0,40,0
1,46,0,6,9,3,8,5,0,0,40,0
0,61,0,4,10,3,12,0,7688,0,36,1
1,37,0,1,14,5,4,3,0,0,40,0
0,29,0,3,11,3,3,0,0,0,40,1
0,40,0,3,12,3,4,0,0,0,40,1
0,17,0,3,7,5,7,3,0,0,12,0
1,30,0,3,9,1,1,4,0,0,40,0
1,19,0,3,9,5,8,1,0,1719,40,0
0,30,0,3,16,5,10,1,0,0,60,0
1,47,0,3,9,1,1,4,0,1504,35,0
0,25,0,3,10,5,1,3,0,0,40,0
1,41,0,3,13,1,10,3,0,0,40,0
0,47,0,3,9,3,14,0,0,0,40,0
1,27,0,2,12,5,1,4,0,0,40,0
0,42,0,2,9,3,3,0,0,0,44,0
1,49,0,3,9,1,8,1,0,0,20,0
0,37,0,3,13,3,12,0,0,1902,40,1
0,19,0,6,10,5,1,3,0,0,15,0
0,24,0,3,9,3,3,0,0,0,38,0
0,34,0,2,15,3,10,0,0,0,40,1
0,33,0,3,13,5,1,1,0,0,40,0
1,44,0,5,10,1,4,1,0,0,40,0
0,37,1,1,13,3,1,0,7298,0,40,1
0,45,0,3,9,5,3,3,0,0,40,0
0,35,0,3,13,5,6,1,0,0,40,0
0,58,0,4,9,3,12,0,0,0,50,0
1,45,0,3,10,1,8,1,0,0,50,0
0,54,0,3,10,3,3,0,0,0,40,1
0,45,0,3,14,3,4,0,0,0,40,1
0,69,0,3,10,3,4,0,20051,0,50,1
0,24,0,3,9,5,3,3,0,0,40,0
0,36,1,3,9,3,3,0,0,0,40,0
1,61,0,6,6,5,8,1,0,0,38,0
0,57,0,4,13,3,4,0,7688,0,60,1
0,56,0,3,9,1,3,2,0,0,40,0
0,35,0,3,14,3,10,0,0,1977,45,1
0,51,0,2,13,3,4,0,0,0,50,1
1,50,0,3,7,5,7,2,0,0,40,0
1,25,0,3,10,5,13,3,0,0,43,0
0,46,1,3,14,3,4,0,0,0,50,1
1,23,0,3,13,5,1,3,0,0,25,0
0,44,0,3,9,3,14,0,0,0,40,0
1,38,0,6,9,1,1,4,0,0,40,0
1,25,0,3,10,5,13,1,0,0,40,0
1,18,0,3,6,5,8,3,0,0,15,0
0,40,1,3,9,4,6,1,2174,0,60,0
1,31,0,6,8,3,8,5,0,0,40,0
0,33,0,3,9,3,5,0,0,0,45,0
1,35,0,3,11,1,10,4,0,0,40,0
0,55,0,6,14,3,4,0,0,0,45,1
0,19,0,3,9,5,1,3,0,0,30,0
0,31,0,3,10,3,3,0,0,1579,40,0
0,43,0,6,14,3,4,0,0,0,40,1
0,49,0,2,14,3,4,0,0,0,47,1
0,48,0,2,15,3,10,0,0,0,45,1
1,27,0,3,9,5,7,3,0,0,34,0
0,38,0,6,14,3,4,0,7298,0,60,1
1,35,0,3,9,3,1,5,4386,0,35,1
0,29,1,3,9,5,7,2,0,0,40,0
0,27,0,3,13,5,12,3,0,0,2,0
0,31,0,3,5,3,3,0,0,0,43,0
0,26,0,3,13,3,10,0,0,0,40,0
0,53,0,5,9,3,12,0,0,0,35,0
1,23,0,3,9,5,1,1,0,0,30,0
0,32,0,1,9,6,7,1,0,0,46,0
1,36,0,3,13,1,12,3,0,0,40,0
0,22,0,3,9,5,5,1,0,0,50,0
1,62,0,3,10,3,1,5,0,0,40,0
0,41,0,3,9,3,3,0,0,1485,44,1
0,59,0,4,13,3,4,0,0,1977,50,1
1,43,0,3,9,3,1,5,0,0,40,1
0,34,0,4,9,3,4,0,0,0,40,1
1,27,0,3,10,5,1,1,0,0,40,0
0,35,0,3,10,3,10,0,0,0,60,0
0,41,0,2,9,3,14,0,0,0,60,0
0,42,0,3,13,5,10,1,0,0,32,0
0,24,0,3,10,1,3,1,0,0,48,0
0,35,0,3,9,5,14,4,0,0,72,0
1,40,0,2,10,3,1,5,0,0,40,1
1,46,0,3,4,3,10,5,0,0,45,0
0,45,0,3,10,3,3,0,0,0,40,1
0,33,0,3,9,5,3,1,0,1092,40,0
1,68,1,3,9,7,8,4,0,0,7,0
1,33,0,3,13,6,4,1,0,0,45,0
0,23,0,3,10,3,8,0,0,0,20,0
0,42,0,5,13,3,5,0,0,0,60,1
0,30,0,3,10,5,12,1,0,0,45,1
1,35,0,6,10,1,1,4,0,0,40,0
1,40,0,3,9,1,1,4,0,0,50,0
0,36,0,6,14,1,10,4,5455,0,30,0
1,46,0,4,5,3,1,5,0,0,50,0
0,49,0,2,9,3,14,0,0,0,40,0
0,41,0,3,9,3,4,0,0,0,60,0
0,26,0,3,14,5,4,3,0,0,38,0
1,37,0,3,9,1,8,1,0,0,20,0
0,50,0,2,10,3,11,0,0,0,40,1
0,20,0,3,10,5,8,3,0,0,20,0
0,59,0,6,16,1,10,4,25236,0,45,1
0,30,0,3,10,3,12,0,0,0,40,0
0,23,0,3,9,3,3,0,0,0,45,0
0,44,0,2,13,3,11,0,0,0,40,1
0,28,0,3,13,5,1,1,0,0,40,0
1,48,1,3,10,5,4,1,0,0,40,1
1,34,0,3,9,6,6,4,0,0,40,0
0,58,0,3,13,5,10,1,0,0,99,0
0,33,0,2,10,3,11,0,0,0,40,0
0,38,1,3,13,4,14,1,0,0,84,0
0,49,0,1,13,3,4,0,7298,0,40,1
1,67,0,5,2,7,8,1,0,0,20,0
1,23,0,3,6,5,7,1,0,0,40,0
0,42,0,3,10,3,10,0,0,0,40,1
1,54,0,3,9,3,1,5,0,0,40,0
0,49,0,3,14,3,4,0,0,0,40,1
0,35,0,3,14,3,4,0,0,0,60,1
0,26,0,3,9,5,3,3,0,0,40,0
0,31,0,3,9,5,4,1,3325,0,40,0
0,36,0,3,9,3,6,0,0,0,40,0
0,25,0,3,6,3,7,0,0,0,40,0
0,35,0,2,14,5,10,1,0,0,60,1
0,40,0,2,14,3,10,0,0,0,40,0
1,52,0,3,12,6,10,1,0,0,50,0
0,42,0,6,13,3,10,0,0,0,40,1
1,50,1,5,14,3,10,5,0,0,40,1
0,52,0,3,10,3,13,0,0,0,40,1
0,51,0,2,14,3,10,0,0,0,40,0
0,19,0,3,10,5,6,3,0,0,40,0
0,43,0,3,11,3,5,0,0,0,40,1
0,57,0,3,8,3,14,0,0,0,40,1
0,35,0,3,9,1,4,1,0,0,60,0
1,30,0,3,13,5,12,1,0,0,30,0
0,38,0,3,9,3,3,0,0,0,40,0
1,45,0,6,10,1,1,1,0,0,40,0
0,23,0,3,9,5,6,3,0,0,40,0
1,22,0,3,10,6,8,3,0,0,40,0
0,60,0,3,10,3,11,0,0,0,38,0
1,45,0,3,13,1,10,4,0,0,48,1
0,26,0,3,9,5,7,4,5721,0,40,0
0,49,0,6,6,3,8,0,0,0,40,0
1,29,0,3,10,1,8,1,0,0,35,0
0,47,0,3,10,3,13,0,7298,0,40,1
0,40,0,3,9,3,14,0,0,0,35,0
1,34,0,3,9,6,1,4,7443,0,35,0
0,42,0,3,14,3,10,0,0,0,40,0
0,33,1,3,2,3,3,0,0,0,35,0
0,63,0,5,9,3,3,0,0,0,40,0
0,53,0,3,9,3,3,0,0,0,40,0
0,38,0,3,11,3,3,0,0,0,40,1
0,44,0,3,10,3,12,0,0,0,45,1
0,43,0,3,6,3,14,0,0,0,40,0
0,26,0,3,14,5,4,1,0,0,32,0
0,56,0,3,9,3,14,0,0,0,40,0
1,39,0,3,11,1,1,4,0,0,40,0
0,44,0,3,4,1,6,1,0,0,48,0
0,34,0,3,9,6,1,1,0,0,48,1
1,40,0,3,12,5,1,1,0,0,40,0
0,38,0,1,10,3,8,0,0,0,40,0
1,44,0,3,10,1,1,4,0,0,40,0
0,34,0,1,10,1,11,3,0,0,72,0
0,22,1,3,13,5,10,1,0,0,20,0
1,58,0,4,10,7,12,1,0,0,20,1
1,43,0,3,10,1,13,4,0,0,30,0
0,23,1,3,9,5,3,3,0,0,40,0
1,41,0,3,10,6,4,1,0,0,40,0
0,44,0,3,10,5,8,1,0,0,35,0
0,32,0,3,9,3,1,0,0,0,40,0
0,38,0,2,12,3,11,0,0,0,56,1
0,47,0,3,10,3,12,0,0,0,50,1
1,24,0,3,9,5,8,3,0,0,30,0
0,39,0,3,14,3,4,0,0,0,40,0
0,32,1,3,8,1,11,3,0,0,54,0
0,40,0,3,9,3,7,0,0,0,50,0
1,34,0,3,9,1,8,4,0,3770,45,0
0,34,0,3,9,5,3,4,2036,0,30,0
0,57,0,3,14,3,10,0,0,1977,45,1
0,71,0,3,3,3,14,0,0,0,40,0
0,45,0,2,14,5,10,1,0,0,50,1
0,54,0,3,9,1,14,1,0,0,45,0
1,26,0,3,11,5,12,4,0,0,54,0
1,37,0,3,10,3,4,5,0,0,45,1
0,28,0,5,10,3,5,0,0,0,55,0
1,42,0,3,13,1,10,4,0,0,15,0
0,45,0,3,9,3,3,0,0,0,40,0
0,37,0,3,9,3,12,0,0,0,50,0
0,57,0,3,9,3,12,0,0,0,50,0
0,39,0,3,13,3,10,1,0,0,60,0
1,45,0,6,10,3,1,5,0,0,40,1
1,30,0,3,11,1,1,1,0,0,46,0
0,27,0,3,9,2,3,0,0,0,40,1
0,44,0,3,16,3,10,0,0,0,40,1
0,44,0,6,16,3,10,0,0,1902,40,1
1,38,0,3,9,3,4,5,0,0,60,1
0,19,0,3,9,5,5,3,0,0,40,0
1,39,0,3,10,1,12,1,0,0,38,0
0,55,0,4,6,7,14,1,0,0,40,0
1,17,0,3,6,5,8,3,0,0,20,0
1,43,0,3,10,1,1,4,0,0,40,0
1,36,0,2,9,3,8,5,0,0,35,0
0,45,0,3,13,3,5,0,0,0,60,0
0,44,0,3,14,3,4,0,0,0,38,1
0,26,0,3,10,3,14,0,0,0,52,1
0,32,1,3,12,3,3,0,0,1887,40,1
1,21,0,3,9,5,8,3,0,0,40,0
0,43,0,1,13,3,12,0,0,0,60,0
0,34,0,3,9,3,3,0,0,0,40,0
0,33,0,6,13,5,10,1,0,0,20,0
0,40,0,4,9,5,12,1,0,0,51,0
1,46,1,3,3,5,7,3,0,0,40,0
1,54,0,6,9,7,4,1,0,0,40,0
0,23,0,3,10,5,4,3,0,0,40,0
0,58,0,4,9,3,4,0,0,0,45,0
0,25,0,3,10,3,11,0,3137,0,40,0
0,50,0,2,14,3,10,0,7688,0,50,1
0,42,0,5,9,3,3,0,0,0,45,0
1,25,0,3,9,5,8,1,0,0,38,0
1,60,1,3,7,3,7,5,0,0,30,0
1,43,0,6,9,5,1,1,0,0,40,0
1,25,0,3,13,5,12,3,0,0,40,0
1,31,0,3,9,3,3,5,0,0,45,0
0,35,0,3,9,1,3,1,0,0,40,0
0,48,0,3,10,1,7,4,0,0,40,0
1,43,0,5,9,3,1,5,0,0,20,1
1,27,0,3,9,1,4,4,0,0,40,0
0,24,0,3,9,5,3,1,0,1590,40,0
0,44,0,4,9,3,4,0,0,1887,70,1
0,52,0,5,9,3,14,0,0,0,22,0
1,49,0,3,10,3,1,5,0,0,40,1
1,31,0,3,9,5,1,3,0,0,40,0
0,59,0,3,7,1,5,1,0,0,40,0
0,27,0,3,13,3,8,0,0,0,40,0
0,38,0,5,14,5,10,1,0,0,40,1
0,51,0,1,13,3,10,0,0,0,40,1
0,24,0,3,9,5,3,1,0,0,40,0
0,58,0,4,13,3,4,0,0,0,45,1
1,46,0,3,10,1,1,4,0,0,40,0
1,55,0,3,3,7,7,4,0,0,40,0
1,76,0,3,9,1,1,1,0,0,8,0
1,25,0,3,10,1,1,4,0,0,40,0
0,51,0,3,10,3,7,0,7298,0,40,1
0,33,0,3,9,3,3,0,0,0,40,0
0,46,0,3,9,3,14,0,0,0,40,0
1,51,0,3,10,3,1,5,0,0,40,0
1,42,0,2,11,7,10,4,0,0,40,0
0,53,1,3,13,5,8,1,8614,0,50,1
1,33,0,2,14,3,10,5,7688,0,35,1
0,30,0,3,13,3,10,0,99999,0,35,1
0,41,0,2,10,1,3,1,0,0,40,0
1,42,0,6,12,1,8,1,0,0,40,0
0,34,0,3,9,3,14,0,0,0,40,1
1,31,0,3,11,5,8,4,0,0,40,0
0,46,0,3,10,3,10,0,0,1977,50,1
0,35,1,3,2,4,8,1,0,0,40,0
0,46,0,2,10,3,11,0,0,0,40,1
1,43,0,2,14,3,10,5,0,0,40,1
0,35,1,3,9,3,8,0,0,0,40,0
1,23,0,3,13,5,1,3,0,0,20,0
0,43,0,3,9,1,7,2,0,0,40,0
0,61,0,3,9,3,14,0,0,0,40,1
0,29,0,3,15,5,10,3,0,0,50,0
0,21,0,3,9,5,12,1,0,0,40,0
0,36,0,2,13,3,10,0,0,1672,50,0
1,40,0,3,9,5,8,4,0,0,40,0
0,23,0,3,13,5,10,3,0,0,40,0
0,90,0,3,13,5,4,1,0,0,55,0
0,24,0,3,13,5,4,3,0,0,40,0
1,20,0,3,10,5,10,3,2176,0,12,0
0,40,0,2,14,3,4,0,0,0,60,1
0,37,0,5,11,3,3,0,0,0,55,0
1,31,0,3,9,5,3,1,0,0,40,0
0,22,0,3,9,5,14,3,0,0,40,0
0,25,0,3,10,3,4,0,0,0,40,0
0,47,0,2,14,3,10,0,0,0,60,1
0,48,0,2,11,3,3,0,0,0,40,0
1,28,0,3,5,3,7,5,0,0,40,0
0,20,0,6,10,5,5,1,0,0,40,0
1,51,1,3,10,1,6,1,0,0,40,0
1,32,0,1,9,3,1,5,0,0,40,1
0,55,0,3,6,3,8,0,0,0,40,0
1,41,0,2,13,1,11,4,0,0,40,0
1,46,0,3,14,3,10,5,7688,0,35,1
0,45,0,4,9,3,8,0,0,0,40,1
0,65,0,2,9,3,3,0,0,0,40,0
0,45,0,3,16,3,10,0,7688,0,50,1
1,22,0,3,10,5,1,3,0,0,40,0
0,42,0,5,15,3,10,0,0,0,50,1
0,37,0,3,13,3,4,0,5178,0,40,1
1,24,0,3,13,3,4,5,0,0,40,0
1,67,0,3,10,1,8,4,0,0,41,0
1,28,0,3,9,4,13,1,0,0,37,0
0,56,1,3,6,3,8,0,0,0,35,1
0,31,0,6,11,3,11,0,0,0,38,0
1,33,0,3,10,6,4,4,0,0,40,0
0,45,1,3,10,3,6,0,0,0,40,1
0,53,0,3,13,3,10,0,0,1902,40,1
0,47,1,3,4,3,6,0,0,0,40,0
1,40,0,3,9,1,12,4,0,0,30,0
0,35,0,3,10,5,12,3,0,0,48,0
0,65,0,5,4,3,5,0,0,0,40,0
1,42,0,3,10,3,8,5,0,0,30,0
1,23,0,1,13,5,10,1,0,0,15,0
1,39,0,3,10,1,1,1,0,0,40,0
0,39,0,3,9,3,3,0,0,0,30,0
0,37,0,3,9,3,14,0,0,0,40,0
1,25,0,3,11,5,1,1,0,0,40,0
1,31,0,5,9,5,8,4,0,0,40,0
0,39,0,3,9,1,4,1,0,0,45,0
0,39,0,3,13,3,12,0,0,0,30,1
0,25,0,3,13,5,1,3,0,0,35,0
0,30,0,3,7,3,14,0,0,0,40,0
1,37,0,3,5,3,7,5,0,0,48,0
1,22,1,3,9,5,3,4,0,0,36,0
0,46,0,1,14,3,4,0,0,1977,40,1
1,54,0,3,13,1,12,1,0,1408,38,0
0,33,0,3,12,5,3,1,0,0,45,0
0,70,0,6,13,5,4,1,0,0,40,0
0,36,0,3,10,1,1,1,0,0,45,0
1,53,0,2,14,1,10,4,0,0,50,0
1,55,0,6,9,1,1,1,0,1617,40,0
1,17,0,3,7,5,11,3,0,0,30,0
0,36,0,3,10,1,6,1,0,0,40,0
0,36,0,5,15,5,10,1,0,0,55,1
0,40,0,2,9,4,5,3,0,0,40,0
0,36,0,3,9,3,14,0,0,0,50,1
0,28,0,3,9,3,14,0,0,0,55,0
0,39,0,3,14,3,10,0,99999,0,40,1
0,49,0,3,3,5,7,1,0,0,45,0
0,63,0,4,9,3,4,0,0,0,40,0
0,61,0,3,10,3,6,0,0,0,20,0
0,48,0,4,9,3,3,0,0,0,60,1
0,55,1,3,9,4,7,1,0,0,40,0
0,20,0,3,9,3,12,2,0,0,20,0
0,49,1,3,9,3,8,0,0,0,40,0
0,27,0,1,9,3,6,0,0,0,40,0
1,37,0,3,6,1,8,4,0,0,33,0
0,32,0,6,9,3,11,0,0,0,40,0
0,33,0,4,16,3,10,0,0,0,60,0
0,47,0,3,11,3,8,0,0,0,26,0
0,34,0,3,9,3,7,0,0,0,40,0
1,61,0,3,9,1,1,2,0,0,35,0
0,25,0,3,9,5,3,3,0,0,40,0
0,26,0,3,12,5,12,3,0,0,30,0
1,18,0,3,9,5,12,3,0,0,30,0
0,35,0,3,9,3,12,0,0,0,50,0
0,56,0,3,9,3,3,0,0,0,35,1
0,40,0,6,11,5,3,1,0,0,40,0
1,24,0,3,8,5,8,3,0,0,38,0
1,66,0,3,9,7,12,1,0,0,40,1
1,42,0,3,9,3,7,5,0,0,40,0
0,28,0,3,9,5,14,3,0,0,20,0
1,39,0,6,10,1,1,4,0,0,35,0
0,65,0,5,11,3,5,0,0,0,25,0
1,20,0,3,10,5,8,3,0,0,20,0
0,52,0,3,9,3,7,0,4386,0,40,1
1,39,0,3,10,1,12,1,0,0,40,0
1,18,0,3,9,5,7,1,0,0,30,0
1,49,1,3,4,3,7,5,0,0,40,0
0,21,0,3,10,5,10,3,0,0,48,0
0,38,0,3,9,3,1,0,0,0,40,1
0,55,0,3,9,3,3,0,0,0,40,0
0,27,0,3,6,3,3,2,0,0,55,0
1,34,0,3,9,6,1,4,0,0,40,0
1,54,1,2,10,5,10,1,0,0,40,0
1,38,0,3,9,5,1,4,0,0,40,0
1,32,0,3,9,1,1,2,0,0,40,0
0,33,0,6,10,6,13,1,0,0,12,0
0,32,0,1,12,3,11,0,0,0,50,0
0,34,1,3,14,3,4,0,0,0,50,0
0,46,0,3,13,3,8,0,0,0,30,1
0,48,0,3,14,3,4,0,0,0,40,1
0,23,0,3,10,5,4,3,0,0,40,0
0,48,0,1,4,4,6,4,0,0,40,0
0,67,0,3,9,3,4,0,0,0,37,1
1,25,0,3,13,5,8,1,0,0,20,0
0,43,0,3,10,3,3,0,4064,0,38,0
1,27,0,2,12,5,10,1,0,0,40,0
0,56,0,3,2,6,7,4,0,0,40,0
0,54,0,5,10,3,3,0,0,1579,48,0
0,39,0,3,9,3,12,0,0,1887,46,1
1,60,0,5,9,3,12,5,0,0,25,0
1,27,0,3,10,5,1,1,0,0,40,0
0,21,0,3,10,5,12,3,0,0,40,0
1,24,0,3,10,5,10,3,0,0,40,0
0,31,0,3,10,3,3,0,0,0,40,0
0,22,0,3,6,5,3,3,0,0,15,0
1,26,0,3,13,5,4,1,0,0,45,0
0,45,0,4,9,3,3,0,0,0,48,0
0,33,0,3,9,5,14,2,0,0,40,0
1,29,0,3,5,1,7,4,0,0,40,0
1,72,0,3,9,7,1,1,6360,0,40,0
0,35,0,5,9,3,3,0,0,0,60,1
0,53,0,6,9,3,3,0,0,0,40,0
1,40,0,3,10,5,4,3,0,0,40,0
0,20,0,3,9,5,8,3,0,0,30,0
1,69,0,3,9,7,1,4,1848,0,12,0
1,41,0,2,9,5,8,4,0,0,25,0
0,45,0,3,14,3,1,0,0,0,45,1
0,27,0,3,9,3,6,0,0,0,40,0
0,46,0,4,15,3,10,0,99999,0,60,1
0,55,0,3,10,3,14,0,0,0,35,0
0,31,0,3,10,3,4,0,0,0,40,1
1,45,0,3,10,1,12,1,0,0,55,0
0,64,0,3,9,3,4,0,0,0,5,0
0,38,0,3,10,3,4,0,0,0,45,0
0,17,0,3,6,5,8,3,0,0,40,0
1,33,0,3,9,3,1,5,0,1887,20,1
1,22,0,3,8,4,8,4,0,0,50,0
1,23,0,3,10,5,8,3,0,0,30,0
0,25,0,3,9,5,3,4,0,0,40,0
0,33,0,3,13,3,10,0,3103,0,43,1
1,37,0,3,9,5,8,4,0,0,35,0
1,53,0,3,9,6,1,4,0,1876,38,0
0,28,0,2,10,5,11,3,0,0,40,0
1,33,0,3,13,3,10,5,0,0,40,1
0,41,0,3,9,3,1,0,0,0,40,0
0,61,0,4,13,3,12,0,0,0,50,0
1,25,0,3,10,5,8,3,0,0,25,0
1,35,0,3,9,1,4,4,0,0,40,1
0,64,0,2,11,3,4,0,0,0,40,1
0,28,0,3,9,3,6,0,0,0,38,0
0,39,0,5,10,5,10,1,0,1564,12,1
0,53,0,3,9,1,14,4,0,0,40,0
1,28,0,3,9,5,1,1,0,0,40,0
1,38,0,1,10,1,6,4,0,0,40,0
0,25,1,2,13,5,10,1,0,0,35,0
1,19,0,3,10,5,8,1,0,0,30,0
1,20,0,3,12,5,1,1,0,0,30,0
1,55,0,2,9,3,10,2,0,2246,40,1
1,52,0,6,14,3,10,5,0,1848,40,1
1,30,0,3,9,5,1,3,0,0,40,0
1,47,0,3,9,1,4,1,0,1974,40,0
0,22,0,3,6,5,3,2,0,0,30,0
0,24,0,3,9,3,6,0,4386,0,40,1
1,26,0,3,13,5,12,1,0,0,40,0
0,27,0,3,9,3,7,0,0,0,45,0
0,57,1,3,5,3,7,0,0,0,40,0
1,18,0,2,14,5,10,3,0,0,60,0
0,30,0,3,13,5,10,1,0,0,45,0
1,34,0,5,13,1,10,4,0,0,50,0
0,40,0,3,10,3,1,0,5178,0,60,1
1,60,0,3,9,1,8,4,0,0,38,0
0,25,0,3,8,3,3,0,0,0,40,1
0,39,0,3,13,3,12,0,0,0,55,0
1,48,0,3,9,3,1,5,0,0,40,1
0,27,0,5,10,3,4,0,0,0,30,0
0,33,0,5,9,1,3,1,0,0,65,1
0,65,0,4,9,3,4,0,0,0,40,0
0,52,0,3,9,3,3,0,0,1977,40,1
0,27,0,3,13,5,13,3,0,0,40,0
0,32,0,3,10,5,3,4,0,0,40,0
0,45,0,5,10,6,12,4,0,0,50,0
0,27,0,3,13,5,4,1,0,0,45,0
